Date,Price,MA20,MA60,MA120,MA240
2020-02-21,597.99,594.03,588,589.11,579.07
2020-02-24,599.81,594.5,588.22,589.13,579.26
2020-02-25,601.24,594.89,588.44,589.16,579.46
2020-02-26,601.09,595.32,588.66,589.18,579.66
2020-02-27,601.51,595.71,588.9,589.2,579.86
2020-02-28,605.62,596.25,589.26,589.25,580.08
2020-03-02,606.24,596.77,589.57,589.35,580.31
2020-03-03,607.56,597.38,589.93,589.44,580.54
2020-03-04,608.38,598.12,590.32,589.57,580.78
2020-03-05,609.25,599,590.74,589.72,581.01
2020-03-06,616.25,600.22,591.27,589.94,581.26
2020-03-09,621.36,601.59,591.88,590.2,581.53
2020-03-10,613.62,602.53,592.34,590.43,581.77
2020-03-11,613.54,603.5,592.85,590.65,582.01
2020-03-12,609.27,604.31,593.25,590.83,582.24
2020-03-13,604.04,604.84,593.58,590.95,582.44
2020-03-16,605.26,605.41,593.93,591.07,582.64
2020-03-17,599.36,605.63,594.19,591.15,582.82
2020-03-18,591.58,605.46,594.34,591.14,582.97
2020-03-19,595.05,605.4,594.54,591.14,583.12
2020-03-23,607.3,605.87,594.95,591.26,583.32
2020-03-24,605.72,606.16,595.33,591.36,583.51
2020-03-25,604.34,606.32,595.68,591.45,583.68
2020-03-26,607.79,606.65,596.07,591.57,583.88
2020-03-30,611.03,607.13,596.54,591.72,584.08
2020-03-31,608.52,607.27,596.96,591.85,584.27
2020-04-01,609.98,607.46,597.4,591.96,584.46
2020-04-02,610.24,607.59,597.8,592.08,584.67
2020-04-03,610.83,607.72,598.21,592.2,584.88
2020-04-06,608.96,607.7,598.61,592.31,585.08
2020-04-07,606.56,607.22,598.98,592.41,585.28
2020-04-08,606.24,606.46,599.36,592.53,585.47
2020-04-09,607.88,606.17,599.74,592.68,585.67
2020-04-13,607.35,605.87,600.13,592.83,585.87
2020-04-14,606.63,605.73,600.49,592.98,586.06
2020-04-15,609.2,605.99,600.88,593.15,586.26
2020-04-16,610.28,606.24,601.3,593.33,586.47
2020-04-17,609.14,606.73,601.7,593.52,586.68
2020-04-20,608.75,607.59,602.06,593.69,586.9
2020-04-21,609.61,608.32,602.44,593.87,587.11
2020-04-22,608.51,608.38,602.76,594.03,587.32
2020-04-23,609.84,608.58,603.08,594.21,587.53
2020-04-24,611.02,608.92,603.37,594.42,587.75
2020-04-27,609.98,609.03,603.67,594.62,587.97
2020-04-28,611.42,609.05,603.96,594.83,588.18
2020-04-29,611.43,609.19,604.24,595,588.4
2020-04-30,612.31,609.31,604.51,595.19,588.61
2020-05-01,611.81,609.39,604.79,595.39,588.83
2020-05-04,611.44,609.42,605.09,595.61,589.04
2020-05-05,610.79,609.51,605.4,595.81,589.25
2020-05-06,608.52,609.61,605.68,596.02,589.45
2020-05-07,610.46,609.82,605.96,596.26,589.66
2020-05-08,609.81,609.92,606.2,596.49,589.86
2020-05-11,607.98,609.95,606.44,596.69,590.06
2020-05-12,609.32,610.08,606.71,596.9,590.25
2020-05-13,610.55,610.15,606.99,597.11,590.46
2020-05-14,611.24,610.2,607.28,597.32,590.66
2020-05-15,610.54,610.27,607.54,597.53,590.86
2020-05-18,608.26,610.24,607.76,597.71,591.05
2020-05-19,609.04,610.21,607.98,597.89,591.24
2020-05-20,610.07,610.29,608.18,598.09,591.43
2020-05-21,610.74,610.34,608.36,598.29,591.63
2020-05-22,611.21,610.35,608.53,598.48,591.83
2020-05-26,609.34,610.31,608.66,598.66,592.02
2020-05-27,610.22,610.25,608.81,598.86,592.22
2020-05-28,609.93,610.18,608.88,599.07,592.4
2020-05-29,611.13,610.12,608.96,599.27,592.59
2020-06-01,609.89,610.02,609,599.47,592.77
2020-06-02,609.45,609.92,609.02,599.67,592.94
2020-06-03,606.88,609.73,608.98,599.86,593.1
2020-06-04,605.81,609.59,608.81,600.04,593.25
2020-06-05,603.68,609.25,608.51,600.19,593.38
2020-06-08,604.63,609,608.36,600.35,593.52
2020-06-09,606.29,608.91,608.24,600.54,593.66
2020-06-10,607.66,608.83,608.21,600.73,593.81
2020-06-11,611.09,608.85,608.33,600.96,593.96
2020-06-12,610.31,608.81,608.42,601.17,594.12
2020-06-15,610.56,608.81,608.6,601.4,594.28
2020-06-16,609.24,608.86,608.9,601.62,594.42
2020-06-17,609.69,608.89,609.14,601.84,594.56
2020-06-18,610.41,608.91,609.19,602.07,594.7
2020-06-19,610.33,608.89,609.27,602.3,594.84
2020-06-22,611.01,608.88,609.38,602.53,594.98
2020-06-23,610.32,608.93,609.42,602.75,595.11
2020-06-24,611.42,608.99,609.43,602.98,595.25
2020-06-25,612.26,609.1,609.49,603.23,595.38
2020-06-26,612.99,609.2,609.54,603.47,595.52
2020-06-29,612.86,609.34,609.59,603.69,595.66
2020-06-30,612.24,609.48,609.61,603.91,595.81
2020-07-01,610.46,609.66,609.63,604.12,595.95
2020-07-02,611.47,609.95,609.72,604.35,596.1
2020-07-06,611.35,610.33,609.8,604.58,596.24
2020-07-07,612.41,610.72,609.88,604.81,596.39
2020-07-08,612.94,611.05,609.97,605.05,596.54
2020-07-09,614.45,611.39,610.1,605.3,596.68
2020-07-10,614.09,611.54,610.18,605.53,596.83
2020-07-13,612.77,611.66,610.22,605.76,596.97
2020-07-14,614.16,611.84,610.31,606,597.12
2020-07-15,613.36,612.05,610.38,606.22,597.25
2020-07-16,614.4,612.29,610.46,606.45,597.4
2020-07-17,613.86,612.46,610.55,606.66,597.54
2020-07-20,614.54,612.67,610.63,606.86,597.69
2020-07-21,614.86,612.86,610.69,607.03,597.83
2020-07-22,615.81,613.14,610.79,607.23,597.98
2020-07-23,616.37,613.38,610.87,607.42,598.12
2020-07-24,615.87,613.56,610.95,607.59,598.24
2020-07-27,616.18,613.72,611.01,607.76,598.36
2020-07-28,616.85,613.92,611.1,607.94,598.48
2020-07-29,616.7,614.15,611.18,608.14,598.59
2020-07-30,618.19,614.53,611.31,608.36,598.71
2020-07-31,618.11,614.86,611.47,608.57,598.83
2020-08-03,617.13,615.15,611.58,608.77,598.94
2020-08-04,618.91,615.48,611.73,608.97,599.05
2020-08-05,617.67,615.71,611.89,609.16,599.15
2020-08-06,618.5,615.92,612.04,609.38,599.24
2020-08-07,617.68,616.1,612.16,609.58,599.33
2020-08-10,617.62,616.34,612.27,609.78,599.42
2020-08-11,614.76,616.37,612.34,609.94,599.5
2020-08-12,613.73,616.39,612.43,610.1,599.59
2020-08-13,612.24,616.28,612.49,610.23,599.66
2020-08-14,612.11,616.19,612.52,610.35,599.73
2020-08-17,613.2,616.12,612.56,610.46,599.8
2020-08-18,613.74,616.07,612.6,610.56,599.86
2020-08-19,613.67,615.96,612.67,610.67,599.93
2020-08-20,614.45,615.87,612.74,610.78,599.99
2020-08-21,614.55,615.8,612.82,610.85,600.05
2020-08-24,614.65,615.72,612.88,610.92,600.13
2020-08-25,612.58,615.51,612.93,610.96,600.2
2020-08-26,611.96,615.27,612.97,610.99,600.28
2020-08-27,610.24,614.88,613.02,611,600.36
2020-08-28,610.5,614.49,613.1,610.95,600.45
2020-09-01,611.97,614.24,613.24,610.88,600.54
2020-09-02,613.94,613.99,613.39,610.88,600.66
2020-09-03,614.98,613.85,613.54,610.89,600.77
2020-09-04,612.38,613.55,613.62,610.92,600.87
2020-09-08,613.78,613.35,613.66,611,600.97
2020-09-09,612.83,613.11,613.71,611.06,601.07
2020-09-10,612.97,613.02,613.75,611.17,601.16
2020-09-11,614.5,613.06,613.83,611.36,601.25
2020-09-14,614.7,613.18,613.92,611.53,601.34
2020-09-15,614.52,613.31,613.98,611.59,601.43
2020-09-16,614.48,613.37,614.05,611.66,601.51
2020-09-17,615.19,613.44,614.12,611.75,601.6
2020-09-18,614.6,613.49,614.2,611.81,601.69
2020-09-21,615.75,613.55,614.27,611.85,601.78
2020-09-22,615.77,613.61,614.33,611.91,601.88
2020-09-23,615.49,613.66,614.37,611.95,601.96
2020-09-24,615.77,613.82,614.42,612,602.04
2020-09-25,616.15,614.03,614.48,612.04,602.12
2020-09-28,615.73,614.3,614.57,612.1,602.21
2020-09-29,616.64,614.61,614.66,612.19,602.3
2020-09-30,615.32,614.77,614.72,612.26,602.39
2020-10-01,615.25,614.84,614.77,612.32,602.5
2020-10-02,615.11,614.85,614.8,612.39,602.61
2020-10-05,613.23,614.89,614.78,612.44,602.71
2020-10-06,613.42,614.87,614.77,612.48,602.81
2020-10-07,612.46,614.85,614.77,612.5,602.91
2020-10-08,613.33,614.87,614.75,612.53,603.02
2020-10-09,613.74,614.83,614.76,612.57,603.13
2020-10-13,615.39,614.87,614.78,612.62,603.24
2020-10-14,615.91,614.94,614.81,612.68,603.36
2020-10-15,616.31,615.03,614.84,612.74,603.47
2020-10-16,616.41,615.09,614.87,612.78,603.6
2020-10-19,615.74,615.15,614.87,612.83,603.73
2020-10-20,614.69,615.09,614.84,612.86,603.84
2020-10-21,613.66,614.99,614.8,612.87,603.94
2020-10-22,612.31,614.83,614.74,612.87,604.03
2020-10-23,612.6,614.67,614.67,612.88,604.14
2020-10-26,613.67,614.55,614.61,612.9,604.25
2020-10-27,614.97,614.51,614.56,612.93,604.37
2020-10-28,614.94,614.42,614.51,612.99,604.51
2020-11-03,613.47,614.33,614.45,613.01,604.64
2020-11-04,616.16,614.38,614.4,613.07,604.78
2020-11-05,616.19,614.43,614.38,613.13,604.91
2020-11-06,614.83,614.51,614.32,613.18,605.04
2020-11-09,610.38,614.36,614.19,613.18,605.14
2020-11-10,609.73,614.22,614.06,613.17,605.25
2020-11-12,612.46,614.18,614.02,613.18,605.36
2020-11-13,612.86,614.13,614.01,613.22,605.46
2020-11-16,612.74,614,614.02,613.25,605.57
2020-11-17,613.69,613.89,614.04,613.28,605.69
2020-11-18,613.7,613.76,614.05,613.31,605.8
2020-11-19,614.49,613.66,614.07,613.33,605.91
2020-11-20,615.44,613.65,614.09,613.38,606.02
2020-11-23,614.77,613.65,614.1,613.42,606.14
2020-11-24,614.15,613.68,614.09,613.46,606.26
2020-11-25,614.17,613.77,614.09,613.48,606.38
2020-11-27,615.12,613.9,614.13,613.53,606.5
2020-11-30,614.91,613.96,614.18,613.57,606.62
2020-12-01,612.12,613.82,614.21,613.62,606.74
2020-12-02,611.91,613.66,614.23,613.67,606.85
2020-12-03,612.97,613.64,614.25,613.74,606.97
2020-12-04,611.78,613.42,614.21,613.8,607.08
2020-12-07,613.45,613.28,614.19,613.86,607.2
2020-12-08,614.61,613.27,614.22,613.92,607.33
2020-12-09,614.19,613.46,614.23,613.95,607.45
2020-12-10,615.35,613.74,614.27,613.99,607.58
2020-12-11,616.33,613.94,614.33,614.04,607.72
2020-12-14,615.79,614.08,614.35,614.09,607.85
2020-12-15,614.98,614.2,614.35,614.14,607.99
2020-12-16,614.3,614.23,614.35,614.17,608.12
2020-12-17,614.29,614.26,614.35,614.2,608.25
2020-12-18,614.11,614.24,614.33,614.23,608.38
2020-12-21,614.55,614.19,614.33,614.26,608.5
2020-12-22,615.41,614.22,614.32,614.3,608.64
2020-12-23,613.37,614.19,614.28,614.3,608.77
2020-12-24,614.14,614.18,614.26,614.31,608.89
2020-12-28,614.2,614.14,614.23,614.33,609.01
2020-12-29,614.63,614.12,614.21,614.35,609.13
2020-12-30,614.73,614.25,614.19,614.38,609.25
2020-12-31,615.28,614.42,614.17,614.41,609.38
2021-01-04,615.25,614.54,614.17,614.45,609.51
2021-01-05,614.35,614.67,614.15,614.46,609.63
2021-01-06,611.89,614.59,614.1,614.45,609.75
2021-01-07,610.98,614.41,614.06,614.42,609.86
2021-01-08,610.76,614.23,614.02,614.4,609.96
2021-01-11,609.88,613.96,613.98,614.37,610.07
2021-01-12,608.82,613.59,613.9,614.33,610.16
2021-01-13,611.08,613.35,613.86,614.31,610.27
2021-01-14,610.41,613.12,613.77,614.28,610.36
2021-01-15,610.76,612.94,613.69,614.25,610.45
2021-01-19,610.75,612.77,613.59,614.22,610.54
2021-01-20,610.49,612.59,613.5,614.18,610.61
2021-01-21,609.36,612.33,613.39,614.13,610.68
2021-01-22,609.58,612.04,613.3,614.07,610.74
2021-01-25,611.47,611.94,613.27,614.03,610.81
2021-01-26,611.4,611.8,613.25,613.99,610.88
2021-01-27,611.84,611.69,613.24,613.95,610.95
2021-01-28,611.16,611.51,613.2,613.91,611.02
2021-01-29,609.72,611.26,613.11,613.84,611.1
2021-02-01,609.93,610.99,613.03,613.77,611.17
2021-02-02,608.85,610.67,612.95,613.7,611.23
2021-02-03,608.31,610.37,612.82,613.61,611.29
2021-02-04,607.67,610.16,612.68,613.53,611.35
2021-02-05,606.82,609.95,612.54,613.43,611.4
2021-02-08,606.92,609.76,612.49,613.34,611.46
2021-02-09,607.1,609.62,612.44,613.25,611.51
2021-02-10,607.21,609.54,612.35,613.19,611.57
2021-02-11,607.37,609.36,612.26,613.14,611.62
2021-02-12,605.84,609.13,612.15,613.08,611.66
2021-02-16,602.64,608.72,611.96,613,611.68
2021-02-17,602.77,608.32,611.78,612.92,611.69
2021-02-18,602.09,607.9,611.58,612.82,611.69
2021-02-19,600.47,607.46,611.33,612.71,611.69
2021-02-22,600.07,606.98,611.08,612.59,611.68
2021-02-23,599.25,606.37,610.83,612.46,611.66
2021-02-24,597.61,605.68,610.56,612.32,611.62
2021-02-25,594.44,604.81,610.21,612.17,611.57
2021-02-26,596.23,604.07,609.9,612.04,611.52
2021-03-01,597.93,603.48,609.66,611.94,611.47
2021-03-02,598.65,602.91,609.44,611.84,611.4
2021-03-03,597.18,602.33,609.18,611.71,611.29
2021-03-05,596.54,601.74,608.93,611.57,611.22
2021-03-08,595.82,601.15,608.63,611.41,611.15
2021-03-09,596.95,600.65,608.34,611.28,611.1
2021-03-10,597.53,600.18,608.06,611.15,611.07
2021-03-11,597.88,599.72,607.77,611.02,611.04
2021-03-12,594.97,599.11,607.41,610.87,611.02
2021-03-15,595.94,598.54,607.08,610.72,611.04
2021-03-16,595.83,598.04,606.76,610.56,611.04
2021-03-17,594.57,597.64,606.43,610.39,610.99
2021-03-19,593.7,597.18,606.09,610.22,610.94
2021-03-22,595.32,596.84,605.78,610.05,610.9
2021-03-23,596.71,596.66,605.48,609.9,610.86
2021-03-24,597.67,596.54,605.18,609.75,610.8
2021-03-25,597.85,596.47,604.93,609.6,610.76
2021-03-26,596.76,596.42,604.64,609.45,610.7
2021-03-29,595.36,596.47,604.32,609.28,610.64
2021-03-30,594.55,596.39,603.99,609.1,610.57
2021-03-31,594.24,596.2,603.65,608.92,610.51
2021-04-01,595.64,596.05,603.32,608.74,610.46
2021-04-02,595.11,595.95,602.98,608.58,610.42
2021-04-06,596,595.92,602.68,608.42,610.37
2021-04-07,596.2,595.94,602.42,608.26,610.32
2021-04-08,596.77,595.93,602.18,608.12,610.28
2021-04-09,595.82,595.84,601.93,607.97,610.23
2021-04-12,595.42,595.72,601.69,607.83,610.16
2021-04-13,596.12,595.78,601.48,607.69,610.11
2021-04-14,595.61,595.76,601.22,607.54,610.05
2021-04-15,598.17,595.88,601.02,607.39,610.01
2021-04-16,597,596,600.79,607.24,609.96
2021-04-19,596.41,596.14,600.55,607.07,609.9
2021-04-20,597.2,596.23,600.33,606.91,609.85
2021-04-21,597.45,596.27,600.13,606.76,609.79
2021-04-22,597.87,596.28,599.93,606.62,609.74
2021-04-23,597.36,596.25,599.7,606.48,609.68
2021-04-26,597.23,596.28,599.46,606.36,609.62
2021-04-27,596.25,596.32,599.2,606.22,609.55
2021-04-28,595.87,596.39,598.95,606.07,609.49
2021-04-29,594.93,596.42,598.7,605.91,609.42
2021-04-30,595.14,596.4,598.45,605.74,609.36
2021-05-03,595.68,596.43,598.23,605.59,609.3
2021-05-04,596.54,596.45,598.04,605.43,609.25
2021-05-05,596.31,596.46,597.85,605.26,609.2
2021-05-06,596.7,596.45,597.68,605.11,609.15
2021-05-07,596.2,596.47,597.5,604.99,609.09
2021-05-10,594.3,596.42,597.29,604.86,609.02
2021-05-12,592.58,596.24,597.04,604.7,608.94
2021-05-13,592.45,596.08,596.79,604.53,608.87
2021-05-14,593.18,595.83,596.58,604.37,608.81
2021-05-17,592.93,595.63,596.42,604.19,608.74
2021-05-18,592.92,595.45,596.26,604.02,608.66
2021-05-19,592.52,595.22,596.1,603.84,608.59
2021-05-20,593.54,595.03,595.98,603.65,608.52
2021-05-21,593.93,594.83,595.88,603.48,608.45
2021-05-24,594.7,594.7,595.8,603.32,608.39
2021-05-25,596.05,594.64,595.78,603.17,608.33
2021-05-26,596.77,594.66,595.82,603.01,608.27
2021-05-27,595.68,594.65,595.81,602.85,608.21
2021-05-28,596.09,594.71,595.78,602.72,608.17
2021-06-01,595.72,594.74,595.73,602.59,608.13
2021-06-02,596.03,594.76,595.71,602.44,608.09
2021-06-03,595.36,594.7,595.69,602.31,608.06
2021-06-04,596.78,594.72,595.71,602.17,608.02
2021-06-07,596.35,594.7,595.7,602.02,607.97
2021-06-08,597.58,594.77,595.7,601.88,607.91
2021-06-09,598.95,595.01,595.71,601.74,607.87
2021-06-10,599.18,595.34,595.78,601.6,607.82
2021-06-11,599.95,595.71,595.85,601.47,607.78
2021-06-14,598.84,595.99,595.9,601.33,607.73
2021-06-15,598.43,596.27,595.97,601.2,607.68
2021-06-16,597.7,596.51,596.03,601.06,607.63
2021-06-17,598.4,596.8,596.08,600.93,607.58
2021-06-18,599.57,597.1,596.13,600.81,607.53
2021-06-21,598.57,597.34,596.15,600.67,607.48
2021-06-22,598.38,597.52,596.16,600.54,607.42
2021-06-23,598.22,597.63,596.18,600.41,607.36
2021-06-24,598.69,597.72,596.24,600.28,607.3
2021-06-25,596.97,597.79,596.28,600.13,607.24
2021-06-28,598.56,597.91,596.35,600,607.19
2021-06-29,598.52,598.05,596.4,599.86,607.13
2021-06-30,599.5,598.23,596.47,599.73,607.09
2021-07-01,599.3,598.42,596.52,599.6,607.03
2021-07-02,600.54,598.61,596.6,599.51,606.98
2021-07-06,602.33,598.91,596.69,599.43,606.93
2021-07-07,603.92,599.23,596.82,599.38,606.89
2021-07-08,604.64,599.51,596.98,599.33,606.85
2021-07-09,602.75,599.69,597.09,599.28,606.81
2021-07-12,602.9,599.84,597.21,599.21,606.76
2021-07-13,602.43,600.02,597.28,599.15,606.71
2021-07-14,603.59,600.27,597.39,599.09,606.67
2021-07-15,604.59,600.62,597.53,599.04,606.63
2021-07-16,604.95,600.95,597.66,598.99,606.59
2021-07-19,607.76,601.36,597.83,598.98,606.55
2021-07-20,607.66,601.81,597.99,598.96,606.52
2021-07-21,605.92,602.19,598.13,598.92,606.47
2021-07-22,606.93,602.62,598.3,598.88,606.44
2021-07-23,606.72,603.02,598.47,598.84,606.39
2021-07-26,606.88,603.52,598.65,598.8,606.35
2021-07-27,607.59,603.97,598.86,598.78,606.31
2021-07-28,607.2,604.4,599.07,598.76,606.26
2021-07-29,607.26,604.79,599.26,598.75,606.22
2021-07-30,607.73,605.21,599.44,598.74,606.18
2021-08-02,609.2,605.65,599.66,598.75,606.14
2021-08-03,609.64,606.01,599.88,598.78,606.1
2021-08-04,609.58,606.3,600.1,598.8,606.07
2021-08-05,609.47,606.54,600.35,598.82,606.04
2021-08-06,607.14,606.76,600.59,598.82,606
2021-08-09,607.06,606.96,600.84,598.82,605.98
2021-08-10,606.72,607.18,601.06,598.82,605.95
2021-08-11,606.23,607.31,601.28,598.85,605.93
2021-08-12,606.09,607.39,601.5,598.88,605.9
2021-08-13,607.43,607.51,601.75,598.93,605.87
2021-08-16,608.18,607.53,602,598.99,605.85
2021-08-17,608.21,607.56,602.23,599.06,605.82
2021-08-18,608.17,607.67,602.46,599.13,605.8
2021-08-19,608.88,607.77,602.67,599.23,605.77
2021-08-20,609,607.88,602.88,599.35,605.76
2021-08-23,608.66,607.97,603.09,599.45,605.74
2021-08-24,608.01,607.99,603.29,599.53,605.74
2021-08-25,605.97,607.93,603.46,599.6,605.72
2021-08-26,606.1,607.87,603.63,599.67,605.69
2021-08-27,606.68,607.82,603.82,599.75,605.66
2021-08-30,607.44,607.73,604,599.85,605.63
2021-08-31,606.05,607.55,604.16,599.93,605.6
2021-09-01,606.1,607.38,604.3,600,605.57
2021-09-02,606.62,607.24,604.43,600.07,605.55
2021-09-03,605.7,607.16,604.54,600.16,605.52
2021-09-07,604.25,607.02,604.61,600.23,605.47
2021-09-09,606.32,607,604.73,600.32,605.44
2021-09-10,605.37,606.96,604.85,600.41,605.4
2021-09-13,605.75,606.94,604.98,600.51,605.36
2021-09-14,606.9,606.92,605.12,600.6,605.33
2021-09-15,606.16,606.82,605.23,600.68,605.29
2021-09-16,605.35,606.67,605.35,600.75,605.25
2021-09-17,604.16,606.47,605.44,600.8,605.2
2021-09-20,605.76,606.32,605.57,600.87,605.16
2021-09-21,605.91,606.16,605.69,600.96,605.12
2021-09-22,605.81,606.02,605.84,601.06,605.08
2021-09-23,603.65,605.8,605.92,601.13,605.03
2021-09-24,601.47,605.58,605.97,601.18,604.96
2021-09-27,600.87,605.32,605.99,601.23,604.9
2021-09-28,599.1,604.94,605.99,601.26,604.84
2021-09-30,598.8,604.5,605.96,601.28,604.77
2021-10-01,600.37,604.22,605.93,601.31,604.72
2021-10-04,600.13,603.92,605.87,601.34,604.66
2021-10-05,598.47,603.51,605.76,601.37,604.6
2021-10-06,598.51,603.16,605.69,601.39,604.54
2021-10-07,597.82,602.83,605.61,601.41,604.47
