Date,Price,MA20,MA60,MA120,MA240
2023-05-25,528.24,534.93,534.36,532.1,534.52
2023-06-06,532.07,534.67,534.53,532.08,534.45
2023-06-07,530.17,534.44,534.67,532.03,534.38
2023-06-08,531.18,534.12,534.82,532,534.32
2023-06-09,531.49,533.75,534.97,531.97,534.27
2023-06-12,531.75,533.38,535.11,531.91,534.24
2023-06-13,530.04,533.03,535.13,531.85,534.23
2023-06-14,530.1,532.75,535.05,531.82,534.19
2023-06-15,531.15,532.56,535.04,531.79,534.16
2023-06-16,531.25,532.27,534.94,531.76,534.12
2023-06-20,532.46,531.96,534.89,531.73,534.11
2023-06-21,532.34,531.71,534.79,531.71,534.07
2023-06-22,530.73,531.45,534.67,531.69,534.01
2023-06-23,532.78,531.33,534.63,531.71,533.96
2023-06-26,533.8,531.27,534.59,531.76,533.93
2023-06-27,532.52,531.29,534.5,531.8,533.9
2023-06-28,533.51,531.38,534.4,531.86,533.86
2023-06-29,530.76,531.36,534.31,531.9,533.79
2023-06-30,531.17,531.38,534.24,531.96,533.72
2023-07-03,530.31,531.39,534.16,532.03,533.63
2023-07-05,529.21,531.44,534.07,532.08,533.55
2023-07-06,525.95,531.13,533.89,532.12,533.46
2023-07-07,525.42,530.9,533.69,532.13,533.37
2023-07-10,525.6,530.62,533.48,532.12,533.28
2023-07-11,525.95,530.34,533.25,532.11,533.18
2023-07-12,528.51,530.18,533.05,532.1,533.1
2023-07-13,530.99,530.23,532.93,532.11,533.02
2023-07-14,530.01,530.22,532.79,532.13,532.95
2023-07-17,530.18,530.17,532.67,532.12,532.88
2023-07-18,531.69,530.19,532.59,532.11,532.82
2023-07-19,533.25,530.23,532.54,532.12,532.75
2023-07-20,530.76,530.16,532.48,532.1,532.65
2023-07-21,531.17,530.18,532.46,532.06,532.56
2023-07-24,531.28,530.1,532.44,532.02,532.47
2023-07-25,530.64,529.94,532.42,531.99,532.37
2023-07-26,530.91,529.86,532.38,531.98,532.27
2023-07-27,529.02,529.64,532.32,531.93,532.15
2023-07-28,529.03,529.55,532.24,531.88,532.02
2023-07-31,528.55,529.42,532.11,531.84,531.9
2023-08-01,526.66,529.24,531.95,531.8,531.77
2023-08-02,525.97,529.08,531.82,531.74,531.63
2023-08-03,523.45,528.95,531.58,531.63,531.5
2023-08-04,525.77,528.97,531.43,531.56,531.37
2023-08-07,524.98,528.94,531.22,531.51,531.25
2023-08-08,527.41,529.01,531.03,531.48,531.13
2023-08-09,527.79,528.98,530.85,531.46,531.02
2023-08-10,525.94,528.72,530.66,531.43,530.91
2023-08-11,524.28,528.44,530.47,531.4,530.78
2023-08-14,523.36,528.1,530.28,531.35,530.66
2023-08-15,522.39,527.63,530.03,531.31,530.54
2023-08-16,521.92,527.06,529.75,531.27,530.42
2023-08-17,520.76,526.56,529.48,531.23,530.3
2023-08-18,522.11,526.11,529.25,531.2,530.2
2023-08-21,519.97,525.55,528.99,531.18,530.1
2023-08-22,520.7,525.05,528.75,531.15,530
2023-08-23,524.2,524.71,528.62,531.15,529.91
2023-08-24,524.05,524.46,528.5,531.16,529.82
2023-08-25,523.57,524.19,528.37,531.16,529.74
2023-08-28,523.77,523.95,528.25,531.17,529.67
2023-08-29,525.77,523.91,528.18,531.2,529.6
2023-08-30,525.58,523.89,528.13,531.25,529.55
2023-09-01,525.31,523.98,528.02,531.27,529.49
2023-09-05,522.92,523.84,527.9,531.28,529.43
2023-09-06,522.28,523.7,527.75,531.29,529.36
2023-09-07,523.33,523.5,527.62,531.29,529.3
2023-09-08,523.71,523.3,527.48,531.3,529.25
2023-09-12,522.62,523.13,527.36,531.24,529.19
2023-09-13,522.9,523.06,527.24,531.15,529.14
2023-09-14,523.35,523.06,527.11,531.07,529.09
2023-09-15,521.89,523.04,526.95,530.95,529.04
2023-09-18,521.57,523.02,526.77,530.83,528.99
2023-09-19,520.7,523.02,526.58,530.68,528.94
2023-09-20,521.16,522.97,526.42,530.54,528.9
2023-09-21,519.06,522.92,526.19,530.41,528.84
2023-09-22,519.82,522.88,525.96,530.28,528.81
2023-09-25,517.71,522.55,525.71,530.1,528.77
2023-09-26,517.21,522.21,525.44,529.92,528.74
2023-09-27,516.22,521.84,525.2,529.75,528.73
2023-09-28,515.25,521.42,524.93,529.59,528.69
2023-09-29,516.67,520.96,524.7,529.43,528.66
2023-10-02,512.16,520.29,524.42,529.24,528.61
2023-10-04,513,519.68,524.2,529.05,528.55
2023-10-05,513.53,519.21,524.01,528.85,528.49
2023-10-06,515.9,518.89,523.84,528.66,528.45
2023-10-11,518.19,518.63,523.71,528.48,528.43
2023-10-12,515.75,518.23,523.5,528.28,528.4
2023-10-16,515.35,517.87,523.24,528.08,528.39
2023-10-17,512.89,517.37,522.96,527.87,528.37
2023-10-18,511.11,516.76,522.64,527.66,528.34
2023-10-19,509.89,516.16,522.27,527.43,528.31
2023-10-20,511.18,515.64,521.91,527.22,528.28
2023-10-23,512.19,515.21,521.6,527.04,528.25
2023-10-24,513.22,514.82,521.3,526.88,528.23
2023-10-25,511.08,514.42,520.96,526.7,528.22
2023-10-26,512.5,514.05,520.66,526.54,528.21
2023-10-27,513.11,513.82,520.36,526.37,528.2
2023-10-30,512.68,513.59,520.09,526.21,528.18
2023-10-31,512.23,513.39,519.81,526.03,528.14
2023-11-01,514.68,513.37,519.58,525.84,528.1
2023-11-03,519.38,513.5,519.46,525.7,528.09
2023-11-06,517.81,513.78,519.32,525.57,528.07
2023-11-07,519.74,514.12,519.26,525.42,528.06
2023-11-08,521.56,514.52,519.19,525.31,528.07
2023-11-09,519.49,514.7,519.1,525.16,528.07
2023-11-10,519.14,514.75,518.96,525,528.07
2023-11-13,518.9,514.91,518.81,524.83,528.08
2023-11-14,523.17,515.3,518.77,524.71,528.1
2023-11-15,522.09,515.76,518.73,524.6,528.11
2023-11-16,524.1,516.41,518.74,524.51,528.1
2023-11-17,524.5,517.14,518.78,524.4,528.1
2023-11-20,524.93,517.83,518.83,524.29,528.09
2023-11-21,525.94,518.51,518.91,524.19,528.07
2023-11-22,525.43,519.12,518.97,524.11,528.06
2023-11-24,523.35,519.74,519.02,524.01,528.04
2023-11-27,525.62,520.39,519.11,523.93,528.03
2023-11-28,526.98,521.09,519.15,523.89,528.02
2023-11-29,529.55,521.93,519.24,523.87,528
2023-11-30,527.98,522.72,519.32,523.84,527.99
2023-12-01,530.83,523.52,519.44,523.84,527.99
2023-12-04,530.34,524.07,519.51,523.85,527.99
2023-12-05,533.52,524.86,519.64,523.89,528
2023-12-06,535.39,525.64,519.81,523.92,528
2023-12-07,534.32,526.28,520,523.95,527.99
2023-12-08,532.06,526.91,520.17,523.96,527.98
2023-12-11,531.71,527.54,520.31,523.96,527.96
2023-12-12,532.95,528.24,520.46,523.97,527.94
2023-12-13,537.41,528.95,520.71,524.03,527.94
2023-12-14,540.5,529.87,521,524.12,527.97
2023-12-15,541.41,530.74,521.3,524.2,528
2023-12-18,540.67,531.54,521.61,524.28,528.02
2023-12-19,542.1,532.4,521.96,524.36,528.05
2023-12-20,544.59,533.34,522.35,524.47,528.09
2023-12-21,544.16,534.27,522.74,524.58,528.13
2023-12-22,543.65,535.29,523.15,524.67,528.19
2023-12-26,543.77,536.19,523.55,524.75,528.26
2023-12-27,546.44,537.17,524.02,524.87,528.34
2023-12-28,545.1,537.95,524.49,524.96,528.41
2023-12-29,543.76,538.73,524.95,525.07,528.48
2024-01-02,542.09,539.3,525.4,525.16,528.56
2024-01-03,542.44,539.9,525.83,525.26,528.65
2024-01-04,540.34,540.24,526.29,525.36,528.72
2024-01-05,539.54,540.45,526.74,525.47,528.8
2024-01-08,540.25,540.75,527.18,525.59,528.86
2024-01-09,539.82,541.14,527.58,525.71,528.91
2024-01-10,539.33,541.52,527.93,525.82,528.97
2024-01-11,540.38,541.89,528.34,525.92,529.01
2024-01-12,541.68,542.1,528.78,526.01,529.06
2024-01-16,539.34,542.04,529.22,526.09,529.11
2024-01-17,537.53,541.85,529.66,526.15,529.14
2024-01-18,536.31,541.63,530.1,526.19,529.15
2024-01-19,536.43,541.35,530.53,526.22,529.17
2024-01-22,537.57,541,530.95,526.27,529.19
2024-01-23,536.54,540.62,531.34,526.32,529.19
2024-01-24,535.22,540.19,531.74,526.35,529.18
2024-01-25,536.47,539.83,532.14,526.4,529.2
2024-01-26,536.29,539.32,532.52,526.44,529.21
2024-01-29,538.04,538.97,532.95,526.52,529.22
2024-01-30,538.17,538.69,533.38,526.59,529.24
2024-01-31,540.78,538.62,533.81,526.7,529.27
2024-02-01,542.98,538.65,534.21,526.83,529.32
2024-02-02,539.44,538.61,534.57,526.95,529.34
2024-02-05,535.94,538.43,534.84,527.05,529.34
2024-02-06,537.58,538.29,535.11,527.15,529.35
2024-02-07,537.22,538.16,535.4,527.25,529.38
2024-02-08,535.93,537.99,535.68,527.32,529.4
2024-02-09,535.28,537.74,535.95,527.38,529.42
2024-02-12,535.69,537.44,536.16,527.46,529.45
2024-02-13,533.23,537.13,536.35,527.54,529.47
2024-02-14,534.45,536.98,536.52,527.63,529.49
2024-02-15,535.2,536.92,536.7,527.74,529.52
2024-02-16,534.1,536.81,536.85,527.84,529.56
2024-02-20,534.93,536.67,537,527.96,529.6
2024-02-21,533.75,536.53,537.14,528.05,529.63
2024-02-22,534.05,536.48,537.32,528.17,529.68
2024-02-23,535.71,536.44,537.49,528.3,529.73
2024-02-26,535.12,536.38,537.62,528.39,529.77
2024-02-27,534.29,536.19,537.7,528.47,529.82
2024-02-28,534.84,536.03,537.82,528.57,529.87
2024-02-29,535.86,535.78,537.9,528.67,529.92
2024-03-01,537.04,535.48,538.01,528.76,529.98
2024-03-04,536.5,535.34,538.06,528.85,530.05
2024-03-05,539.06,535.49,538.12,528.97,530.12
2024-03-06,539.57,535.59,538.21,529.11,530.2
2024-03-07,540.13,535.74,538.34,529.26,530.27
2024-03-08,540.58,535.97,538.49,529.4,530.35
2024-03-11,539.87,536.2,538.61,529.53,530.42
2024-03-12,538.91,536.36,538.63,529.67,530.46
2024-03-13,538.21,536.61,538.59,529.8,530.47
2024-03-14,535.74,536.67,538.5,529.9,530.49
2024-03-15,535.21,536.67,538.41,530.01,530.48
2024-03-18,535.26,536.73,538.29,530.13,530.48
2024-03-19,536.14,536.79,538.15,530.25,530.47
2024-03-20,536.65,536.94,538.03,530.38,530.46
2024-03-21,536.89,537.08,537.92,530.53,530.47
2024-03-22,538.6,537.22,537.83,530.69,530.48
2024-03-25,537.59,537.35,537.68,530.85,530.48
2024-03-26,538.11,537.54,537.57,531.03,530.47
2024-03-27,539.57,537.77,537.5,531.22,530.49
2024-04-01,537.32,537.85,537.42,531.41,530.5
2024-04-02,535.49,537.77,537.3,531.56,530.5
2024-04-03,535.59,537.72,537.22,531.76,530.5
2024-04-09,536.25,537.58,537.17,531.95,530.5
2024-04-10,532.67,537.24,537.04,532.11,530.48
2024-04-11,531.11,536.79,536.9,532.24,530.45
2024-04-12,533.17,536.42,536.79,532.36,530.42
2024-04-15,530.86,535.97,536.63,532.49,530.38
2024-04-16,529.5,535.5,536.43,532.61,530.35
2024-04-17,530.76,535.12,536.29,532.76,530.31
2024-04-18,530.25,534.85,536.17,532.92,530.29
2024-04-19,530.77,534.63,536.07,533.09,530.26
2024-04-22,530.83,534.41,535.98,533.25,530.24
2024-04-23,530.85,534.14,535.87,533.41,530.22
2024-04-24,529.21,533.77,535.75,533.54,530.21
2024-04-25,528.07,533.33,535.63,533.68,530.19
2024-04-26,529.05,532.85,535.5,533.82,530.18
2024-04-29,530.48,532.5,535.41,533.97,530.17
2024-04-30,529.2,532.05,535.26,534.1,530.15
2024-05-01,529.87,531.57,535.12,534.25,530.14
2024-05-02,531.11,531.25,534.96,534.39,530.12
2024-05-03,532.87,531.12,534.79,534.5,530.1
2024-05-06,533.38,531.01,534.69,534.63,530.1
2024-05-07,534.84,530.94,534.67,534.76,530.09
2024-05-08,534.04,531.01,534.61,534.86,530.09
2024-05-09,533.94,531.15,534.56,534.98,530.07
2024-05-10,533.08,531.15,534.51,535.1,530.05
2024-05-13,533.18,531.26,534.48,535.22,530.02
2024-05-14,533.36,531.46,534.44,535.3,530.01
2024-05-15,536.36,531.74,534.49,535.42,530.01
2024-05-16,536.18,532.03,534.52,535.52,530.01
2024-05-17,534.69,532.23,534.51,535.6,530
2024-05-20,533.92,532.38,534.51,535.68,529.98
2024-05-21,534.68,532.58,534.5,535.75,529.97
2024-05-22,533.93,532.81,534.51,535.82,529.97
2024-05-23,532.47,533.03,534.48,535.9,529.95
2024-05-24,532.85,533.22,534.43,535.96,529.95
2024-05-28,531.69,533.28,534.37,536,529.94
2024-05-29,529.3,533.29,534.29,536,529.93
2024-05-30,530.59,533.32,534.22,536.02,529.93
2024-05-31,531.85,533.36,534.15,536.03,529.94
2024-06-03,534,533.42,534.1,536.06,529.95
2024-06-04,535.84,533.54,534.09,536.08,529.98
2024-06-05,537.25,533.66,534.06,536.09,530
2024-06-06,537.35,533.83,534.03,536.12,530.03
2024-06-07,534.37,533.85,533.93,536.14,530.05
2024-06-10,532.47,533.82,533.79,536.14,530.05
2024-06-11,533.78,533.85,533.69,536.15,530.06
2024-06-12,536.23,533.99,533.65,536.14,530.09
2024-06-13,537.72,534.06,533.64,536.12,530.12
2024-06-14,539.71,534.23,533.71,536.1,530.15
2024-06-17,538.2,534.41,533.76,536.08,530.18
2024-06-18,539.48,534.69,533.83,536.06,530.21
2024-06-20,538.62,534.89,533.87,536.01,530.24
2024-06-21,538.56,535.12,533.9,535.96,530.27
2024-06-24,538.67,535.43,533.93,535.92,530.3
2024-06-25,538.96,535.73,533.93,535.88,530.32
2024-06-26,536.74,535.98,533.92,535.8,530.33
2024-06-27,536.76,536.36,533.9,535.73,530.35
2024-06-28,535.48,536.6,533.83,535.66,530.37
2024-07-01,533.04,536.66,533.76,535.59,530.38
2024-07-02,533.74,536.65,533.73,535.52,530.39
2024-07-03,535.91,536.65,533.73,535.48,530.42
2024-07-05,537.55,536.67,533.76,535.46,530.47
2024-07-08,537.93,536.7,533.84,535.44,530.52
2024-07-09,537.02,536.83,533.94,535.42,530.57
2024-07-10,537.79,537.09,534.02,535.41,530.62
2024-07-11,539.94,537.4,534.17,535.4,530.66
2024-07-12,540.5,537.62,534.35,535.39,530.7
2024-07-15,540.19,537.74,534.51,535.4,530.74
2024-07-16,541.77,537.84,534.7,535.44,530.79
2024-07-17,541.87,538.03,534.89,535.48,530.84
2024-07-18,541.49,538.13,535.07,535.52,530.87
2024-07-19,540.29,538.21,535.22,535.55,530.91
2024-07-22,539.82,538.27,535.4,535.57,530.95
2024-07-23,539.95,538.34,535.6,535.61,530.98
2024-07-24,539.23,538.35,535.77,535.64,531.02
2024-07-25,540.16,538.52,535.93,535.67,531.06
2024-07-26,541.38,538.75,536.13,535.7,531.11
2024-07-29,542.54,539.11,536.34,535.73,531.16
2024-07-30,543.28,539.62,536.55,535.75,531.23
2024-07-31,544.91,540.18,536.75,535.77,531.3
2024-08-01,547.1,540.74,536.98,535.83,531.39
2024-08-02,551.52,541.43,537.25,535.96,531.51
2024-08-05,553.27,542.2,537.57,536.09,531.62
2024-08-06,550.07,542.85,537.84,536.2,531.73
2024-08-07,548.35,543.38,538.1,536.3,531.81
2024-08-08,548.13,543.79,538.35,536.41,531.9
2024-08-09,549.43,544.24,538.61,536.53,532
2024-08-12,549.92,544.72,538.84,536.67,532.1
2024-08-13,551.66,545.22,539.1,536.81,532.22
2024-08-14,552.49,545.75,539.4,536.95,532.35
2024-08-15,550.17,546.18,539.67,537.09,532.46
2024-08-16,550.54,546.7,539.93,537.22,532.59
2024-08-19,550.61,547.24,540.21,537.36,532.71
2024-08-20,551.99,547.84,540.53,537.51,532.84
2024-08-21,552.79,548.52,540.87,537.65,532.97
2024-08-22,551.19,549.07,541.19,537.78,533.09
2024-08-23,552.61,549.63,541.58,537.94,533.2
2024-08-26,552.27,550.12,541.94,538.08,533.32
2024-08-27,551.57,550.53,542.27,538.21,533.44
2024-08-28,551.56,550.86,542.56,538.33,533.55
2024-08-29,550.95,551.05,542.81,538.45,533.65
2024-08-30,550.29,550.99,543.03,538.55,533.76
2024-09-03,551.74,550.92,543.27,538.65,533.88
2024-09-04,553.92,551.11,543.6,538.76,534.01
2024-09-05,554.89,551.44,543.97,538.88,534.14
2024-09-06,556.03,551.83,544.34,539.02,534.28
2024-09-09,556.03,552.16,544.67,539.16,534.41
2024-09-10,557.19,552.52,545,539.32,534.56
2024-09-11,557.92,552.84,545.3,539.5,534.7
2024-09-12,557.04,553.07,545.61,539.68,534.85
2024-09-13,557.91,553.45,545.92,539.87,535
2024-09-16,559.04,553.88,546.26,540.06,535.16
2024-09-17,558.5,554.27,546.59,540.25,535.31
2024-09-18,556.68,554.51,546.89,540.41,535.47
2024-09-19,556.14,554.67,547.18,540.56,535.62
2024-09-20,555.7,554.9,547.5,540.71,535.78
2024-09-23,555.79,555.06,547.81,540.86,535.94
2024-09-24,556.88,555.29,548.17,541,536.11
2024-09-25,555.42,555.48,548.54,541.15,536.28
2024-09-26,555.18,555.66,548.9,541.31,536.44
2024-09-27,556.37,555.93,549.24,541.49,536.62
2024-09-30,555.69,556.2,549.54,541.65,536.8
2024-10-01,557.52,556.49,549.87,541.86,536.98
2024-10-02,556.12,556.6,550.19,542.07,537.15
2024-10-03,554.75,556.6,550.47,542.25,537.3
2024-10-04,551.88,556.39,550.67,542.42,537.45
2024-10-07,550.19,556.1,550.83,542.59,537.6
2024-10-08,550.38,555.76,551,542.76,537.76
2024-10-09,549.56,555.34,551.13,542.92,537.92
2024-10-10,549.25,554.95,551.25,543.07,538.08
2024-10-11,549.3,554.52,551.38,543.23,538.24
2024-10-15,550.99,554.11,551.56,543.39,538.4
2024-10-16,552.21,553.8,551.77,543.58,538.56
2024-10-17,550.6,553.5,551.95,543.77,538.73
2024-10-18,551.32,553.26,552.15,543.96,538.89
2024-10-21,548.49,552.89,552.29,544.11,539.04
2024-10-22,547.79,552.49,552.39,544.26,539.18
2024-10-23,547.22,552.01,552.47,544.41,539.33
2024-10-24,548.57,551.67,552.56,544.55,539.47
2024-10-25,547.9,551.31,552.61,544.68,539.59
2024-10-28,547.18,550.85,552.61,544.79,539.71
2024-10-29,546.86,550.4,552.53,544.89,539.82
2024-10-30,546.22,549.84,552.42,545,539.93
2024-10-31,546.36,549.35,552.35,545.1,540.04
2024-11-01,544.81,548.85,552.29,545.2,540.15
2024-11-04,546.37,548.58,552.27,545.31,540.26
2024-11-05,546.22,548.38,552.21,545.41,540.36
2024-11-06,543.52,548.04,552.11,545.47,540.45
2024-11-07,544.79,547.8,551.99,545.54,540.53
2024-11-08,546.31,547.65,551.89,545.64,540.62
2024-11-12,544.58,547.42,551.79,545.73,540.71
2024-11-13,543.83,547.06,551.68,545.81,540.78
2024-11-14,544.21,546.66,551.58,545.89,540.86
2024-11-15,544.46,546.35,551.45,545.99,540.95
2024-11-18,544.55,546.01,551.31,546.09,541.02
2024-11-19,545.45,545.86,551.22,546.2,541.1
2024-11-20,544.72,545.71,551.09,546.33,541.16
2024-11-21,544.68,545.58,550.96,546.45,541.23
2024-11-22,545.42,545.42,550.86,546.56,541.3
2024-11-25,548.34,545.44,550.8,546.68,541.37
2024-11-26,548.11,545.49,550.76,546.79,541.43
2024-11-27,549.19,545.61,550.74,546.88,541.49
2024-11-29,551.57,545.87,550.74,547,541.56
2024-12-02,551.83,546.15,550.7,547.15,541.64
2024-12-03,551.17,546.47,550.64,547.3,541.72
2024-12-04,552.4,546.77,550.58,547.46,541.8
2024-12-05,552.31,547.07,550.52,547.59,541.87
2024-12-06,552.83,547.54,550.44,547.72,541.92
2024-12-09,552.37,547.92,550.35,547.83,541.96
2024-12-10,551.68,548.19,550.26,547.94,542.01
2024-12-11,550.86,548.5,550.14,548.03,542.05
2024-12-12,549.37,548.78,549.98,548.12,542.07
2024-12-13,547.82,548.96,549.8,548.2,542.08
2024-12-16,547.64,549.12,549.65,548.27,542.1
2024-12-17,547.54,549.27,549.51,548.35,542.11
2024-12-18,545.9,549.29,549.35,548.42,542.11
2024-12-19,544.31,549.27,549.16,548.48,542.11
2024-12-20,545.43,549.3,548.97,548.57,542.12
2024-12-23,544.12,549.24,548.78,548.66,542.12
2024-12-24,544.39,549.04,548.6,548.75,542.13
2024-12-26,544.37,548.86,548.4,548.82,542.15
2024-12-27,543.24,548.56,548.19,548.87,542.16
2024-12-30,544.73,548.22,547.98,548.92,542.18
2024-12-31,544.58,547.85,547.78,548.99,542.2
2025-01-02,544.58,547.52,547.61,549.04,542.22
2025-01-03,543.62,547.08,547.48,549.07,542.24
2025-01-06,543.08,546.62,547.36,549.09,542.24
2025-01-07,541.64,546.06,547.21,549.11,542.25
2025-01-08,541.18,545.5,547.07,549.1,542.27
2025-01-09,540.91,544.97,546.93,549.09,542.29
2025-01-10,539.11,544.38,546.76,549.07,542.3
2025-01-13,538.51,543.84,546.56,549.06,542.3
2025-01-14,538.07,543.35,546.32,549.04,542.31
2025-01-15,541.33,543.03,546.17,549.06,542.33
2025-01-16,542.39,542.77,546.02,549.08,542.36
2025-01-17,542.95,542.63,545.92,549.11,542.39
2025-01-21,544.21,542.62,545.87,549.13,542.41
2025-01-22,543.67,542.53,545.81,549.14,542.44
2025-01-23,542.77,542.47,545.71,549.13,542.44
2025-01-24,543.04,542.4,545.63,549.12,542.44
2025-01-27,544.94,542.43,545.59,549.1,542.47
